"Highlight","Book Title","Book Author","Amazon Book ID","Note","Color","Tags","Location Type","Location","Highlighted at","Document tags","highlight_id","book_id","is_favorited","is_discarded","last_reviewed_at","review_count","created_at","updated_at","book_created_at","book_updated_at"
"The changes which take place in your life as a result of your changed concept of yourself always appear to the unenlightened to be the result, not of a change of your consciousness, but of chance, outer cause or coincidence. However, the only fate governing your life is the fate determined by your own concepts, your own assumptions; for an assumption, though false, if persisted in will harden into fact","The Power of Awareness","Neville","","> I disagree. The environment and culture determine, among many other things, our mind. The author seems to smuggle in idealistic assumptions that the only thing “real” is our mind without providing clear arguments. The most clear rebuttal is this: without any external influence, how did the mind/consciousness develop throughout our lifetimes as well as evolution? In other words, how can you create something out of nothing. Where did it start?","","","","","2024-03-09T00:00:00","","274","13","false","false","","","2024-03-09T00:00:00","2025-12-20T09:30:26.357061","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"Health, wealth, beauty and genius are not created; they are only manifested by the arrangement of your mind—that is, by your concept of yourself. The importance of this in your daily life should be immediately apparent.","The Power of Awareness","Neville","","> There is a song that uses an interview excerpt where a man asks another man “are you rich, do you have a lot of possessions, money in the bank?” And the other man responds with “My richness is life”","","","","","2024-03-07T00:00:00","","297","13","false","true","","","2024-03-07T00:00:00","2025-12-20T09:30:27.065812","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"if your consciousness is the only reality, it must also be the only substance. Consequently, what appears to you as circumstances, conditions and even material objects are really only the products of your own consciousness.","The Power of Awareness","Neville","","","","","","","2024-03-07T00:00:00","","296","13","false","false","","","2024-03-07T00:00:00","2025-12-20T09:30:27.033535","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"When you know that consciousness is the one and only reality—conceiving itself to be something good, bad or indifferent, and becoming that which it conceived itself to be—you are free from the tyranny of second causes, free from the belief that there are causes outside of your own mind that can affect your life.","The Power of Awareness","Neville","","> certainly there are environmental and genetic factors that influence ones life?","","","","","2024-03-07T00:00:00","","295","13","false","true","","","2024-03-07T00:00:00","2025-12-20T09:30:27.001849","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"Therefore, to incarnate a new and greater value of yourself, you must assume that you already are what you want to be and then live by faith in this assumption—which is not yet incarnate in the body of your life—in confidence that this new value or state of consciousness will become incarnated through your absolute fidelity to the assumption that you are that which you desire to be.","The Power of Awareness","Neville","","","","","","","2024-03-07T00:00:00","","273","13","false","true","","","2024-03-07T00:00:00","2025-12-20T09:30:26.331683","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"Just as the moth in his desire to know the flame was willing to destroy himself, so must you in becoming a new person be willing to die to your present self.","The Power of Awareness","Neville","","> Really nice idea; JB Peterson also says this (maybe plagiarism)","","","","","2024-03-07T00:00:00","","272","13","false","false","","","2024-03-07T00:00:00","2025-12-20T09:30:26.305741","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"The first step in the ‘renewing of the mind’ is desire. You must want to be different before you can begin to change yourself. Then you must make your future dream a present fact. You do this by assuming the feeling of your wish fulfilled. By desiring to be other than what you are, you can create an ideal of the person you want to be and assume that you are already that person. If this assumption is persisted in until it becomes your dominant feeling, the attainment of your ideal is inevitable","The Power of Awareness","Neville","","> Very clear connection to the “dream life mediation” ([[Irvine2023]]) and “prospective retrospection” which are rituals that remind us to step of the hedonic thread-mill of desire.","","","","","2024-03-07T00:00:00","","271","13","false","false","","","2024-03-07T00:00:00","2025-12-20T09:30:26.278319","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"man is actually the arbiter of his own fate, and that it is his concept of himself that determines the world in which he lives.","The Power of Awareness","Neville","","> typical stoic idea: “A man is as wretched as he convinces himself that he is” ~ Seneca","","","","","2024-03-07T00:00:00","","270","13","false","false","","","2024-03-07T00:00:00","2025-12-20T09:30:26.219838","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"The lesson to draw is to be generally sceptical about planning, especially if it is merely focused on the outcome, not on the actual work and the steps required to achieve a goal.","How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers","Sönke Ahrens","","","","","","","2024-02-26T00:00:00","","903","32","false","true","","","2024-02-26T00:00:00","2025-12-20T09:30:41.831660","2025-12-20T09:30:41.020452","2025-12-20T09:30:41.021196"
"As an extension of our own memory, the slip-box is the medium we think in, not something we think about.","How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers","Sönke Ahrens","","","","","","","2024-02-25T00:00:00","","902","32","false","false","","","2024-02-25T00:00:00","2025-12-20T09:30:41.799021","2025-12-20T09:30:41.020452","2025-12-20T09:30:41.021196"
"Because the slip-box is not intended to be an encyclopaedia, but a tool to think with, we don’t need to worry about completeness. We don’t need to write anything down just to bridge a gap in a note sequence. We only write if it helps us with our own thinking.","How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers","Sönke Ahrens","","","","","","","2024-02-25T00:00:00","","901","32","false","false","","","2024-02-25T00:00:00","2025-12-20T09:30:41.764729","2025-12-20T09:30:41.020452","2025-12-20T09:30:41.021196"
"There is a reason why the best scientists are also often very good teachers.","How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers","Sönke Ahrens","","> I don’t really agree with this","","","","","2024-02-25T00:00:00","","900","32","false","true","","","2024-02-25T00:00:00","2025-12-20T09:30:41.731482","2025-12-20T09:30:41.020452","2025-12-20T09:30:41.021196"
"If we don’t give ourselves a break in between work sessions, be it out of eagerness or fear of forgetting what we were doing, it can have a detrimental effect on our efforts. To have a walk (Ratey, 2008) or even a nap[24] supports learning and thinking.[25]","How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers","Sönke Ahrens","","","","","","","2024-02-23T00:00:00","","899","32","true","false","","","2024-02-23T00:00:00","2025-12-20T09:30:41.700697","2025-12-20T09:30:41.020452","2025-12-20T09:30:41.021196"
"All this enables us to later pick up a task exactly where we stopped without the need to “keep in mind” that there still was something to do. That is one of the main advantages of thinking in writing – everything is externalised anyway.","How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers","Sönke Ahrens","","","","","","","2024-02-20T00:00:00","","898","32","false","true","","","2024-02-20T00:00:00","2025-12-20T09:30:41.667667","2025-12-20T09:30:41.020452","2025-12-20T09:30:41.021196"
"The key to creativity is being able to switch between a wide-open, playful mind and a narrow analytical frame.” (Dean, 2013, 152)","How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers","Sönke Ahrens","","","","","","","2024-02-20T00:00:00","","897","32","false","false","","","2024-02-20T00:00:00","2025-12-20T09:30:41.631104","2025-12-20T09:30:41.020452","2025-12-20T09:30:41.021196"
"It is not a sign of professionalism to master one technique and stick to it no matter what, but to be flexible and adjust one’s reading to whatever speed or approach a text requires.","How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers","Sönke Ahrens","","","","","","","2024-02-20T00:00:00","","896","32","false","false","","","2024-02-20T00:00:00","2025-12-20T09:30:41.596752","2025-12-20T09:30:41.020452","2025-12-20T09:30:41.021196"
"Among the deaths we should contemplate, says Epictetus, is our own.10 Along similar lines, Seneca advises his friend Lucilius to live each day as if it were his last.","A Guide to the Good Life","William Braxton Irvine","","Morning meditation","","","","","2024-02-19T00:00:00","stoicism","697","28","false","false","","","2024-02-19T00:00:00","2025-12-20T09:30:35.512270","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
